console,game,rank,publisher,critic_score,units_sold,release_date
DS,Spelling Challenges and more!,241,Crave Entertainment,,,2007-09-24
DS,Call of Duty: Black Ops,242,Activision,7.0,,2010-11-09
DS,WarioWare D.I.Y.,243,Nintendo,8.3,,2010-03-28
DS,Asphalt: Urban GT,244,Ubisoft,5.0,,2004-11-17
DS,FIFA Soccer 10,245,EA Sports,,,2009-10-20
DS,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,246,Namco Bandai,,580000.0,2008-04-24
DS,Final Fantasy: The 4 Heroes of Light,247,Square Enix,7.2,,2010-10-05
DS,My Secret World by Imagine,248,Ubisoft,,,2008-09-16
DS,Harvest Moon: The Tale of Two Towns,249,Natsume,6.3,,2011-09-20
DS,Mega Man Star Force 2: Zerker x Ninja / Saurian,250,Capcom,,,2008-06-24
3DS,Mario Kart 7,1,Nintendo,8.2,18990000.0,2011-12-04
3DS,Pokémon X/Y,2,Nintendo,8.9,16800000.0,2013-10-12
3DS,Pokémon Sun/Moon,3,Nintendo,9.0,16340000.0,2016-11-18
3DS,Pokémon Omega Ruby/Pokémon Alpha Sapphire,4,Nintendo,,14680000.0,2014-11-21
3DS,New Super Mario Bros. 2,5,Nintendo,7.5,13420000.0,2012-08-19
3DS,Animal Crossing: New Leaf,6,Nintendo,8.6,13070000.0,2013-06-09
3DS,Super Mario 3D Land,7,Nintendo,8.9,12890000.0,2011-11-13
3DS,Super Smash Bros. for 3DS,8,Nintendo,8.4,9650000.0,2014-10-03
3DS,Pokémon: Ultra Sun and Ultra Moon,9,Nintendo,8.1,9280000.0,2017-11-17
3DS,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,10,Nintendo,,7300000.0,2016-09-30
3DS,Tomodachi Life,11,Nintendo,7.8,6730000.0,2014-06-06
3DS,Luigi's Mansion: Dark Moon,12,Nintendo,8.6,6480000.0,2013-03-24
3DS,The Legend of Zelda: Ocarina of Time 3D,13,Nintendo,9.3,6440000.0,2011-06-19
3DS,Nintendogs + cats,14,Nintendo,7.2,4690000.0,2011-03-27
3DS,Monster Hunter Generations,15,Capcom,8.8,4300000.0,2016-07-15
3DS,The Legend of Zelda: A Link Between Worlds,16,Nintendo,9.3,4240000.0,2013-11-22
3DS,Monster Hunter 4 Ultimate,17,Capcom,8.8,4200000.0,2015-02-13
3DS,Monster Hunter 4,18,Capcom,,4099999.9999999995,2013-09-14
3DS,Super Mario Maker,19,Nintendo,7.3,3790000.0,2016-12-02
3DS,Animal Crossing: Happy Home Designer,20,Nintendo,6.6,3510000.0,2015-09-25
3DS,The Legend of Zelda: Majora's Mask 3D,21,Nintendo,9.0,3460000.0,2015-02-13
3DS,Fire Emblem Fates,22,Nintendo,,3090000.0,2016-02-19
3DS,Bravely Default: Flying Fairy,23,Nintendo,8.2,3000000.0,2014-02-07
3DS,Yokai Watch,24,Nintendo,7.7,2970000.0,2015-11-06
3DS,Mario Party: Island Tour,25,Nintendo,5.5,2950000.0,2013-11-22
3DS,Donkey Kong Country Returns 3D,26,Nintendo,8.6,2940000.0,2013-05-24
3DS,Mario & Luigi: Dream Team,27,Nintendo,8.0,2700000.0,2013-08-11
3DS,Kirby: Triple Deluxe,28,Nintendo,7.8,2660000.0,2014-05-02
3DS,Monster Hunter 3G,29,Capcom,7.6,2600000.0,2013-03-19
3DS,Paper Mario: Sticker Star,30,Nintendo,,2490000.0,2012-11-11
3DS,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,31,Nintendo,,2370000.0,2018-09-07
3DS,Fire Emblem: Awakening,32,Nintendo,9.0,2370000.0,2013-02-04
3DS,Yokai Watch 3: Sushi / Tempura / Sukiyaki,33,Level 5,,2210000.0,2016-07-16
3DS,Yoshi's New Island,34,Nintendo,,2060000.0,2014-03-14
3DS,LEGO City Undercover: The Chase Begins,35,Nintendo,6.2,2040000.0,2013-04-21
3DS,Dragon Quest XI,36,Square Enix,,,2017-07-29
3DS,Monster Hunter Double Cross,37,Capcom,,1800000.0,2017-03-18
3DS,Tomodachi Collection: New Life,38,Nintendo,,,2013-04-13
3DS,Pokémon Super Mystery Dungeon,39,Nintendo,7.7,1670000.0,2015-11-20
3DS,Kirby: Planet Robobot,40,Nintendo,7.7,1640000.0,2016-06-10
3DS,Dragon Quest VII: Fragments of the Forgotten Past,41,Nintendo,,1600000.0,2016-09-16
3DS,Mario Tennis Open,42,Nintendo,6.6,1580000.0,2012-05-20
3DS,Puzzle & Dragons,43,GungHo Online Entertainment,,1500000.0,2013-12-12
3DS,Puzzle & Dragons Z + Super Mario Bros. Edition,44,Nintendo,7.8,1500000.0,2015-05-22
3DS,Professor Layton and the Mask of Miracle,45,Nintendo,8.4,1480000.0,2012-10-28
3DS,Style Savvy: Trendsetters,46,Nintendo,,1440000.0,2012-10-22
3DS,Style Savvy: Fashion Forward,47,Nintendo,6.5,1410000.0,2016-08-19
3DS,Pokémon Rumble Blast,48,Nintendo,5.3,1400000.0,2011-10-24
3DS,Pokémon Mystery Dungeon: Gates to Infinity,49,Nintendo,5.9,1390000.0,2013-03-24
3DS,Kid Icarus: Uprising,50,Nintendo,8.0,1370000.0,2012-03-23
3DS,The Legend of Zelda: Tri Force Heroes,51,Nintendo,7.4,1360000.0,2015-10-23
3DS,Kingdom Hearts 3D: Dream Drop Distance,52,Square Enix,7.5,1300000.0,2012-07-31
3DS,Super Street Fighter IV: 3D Edition,53,Capcom,8.5,1300000.0,2011-03-27
3DS,Miitopia,54,Nintendo,6.6,1220000.0,2017-07-28
3DS,Mario & Sonic at the London 2012 Olympic Games,55,Sega,6.5,,2012-02-14
3DS,Dragon Quest VIII: Journey of the Cursed King,56,Nintendo,8.8,,2017-01-20
3DS,LEGO Star Wars III: The Clone Wars,57,LucasArts,6.7,,2011-03-27
3DS,Fantasy Life,58,Nintendo,6.9,1110000.0,2014-10-24
3DS,Mario & Luigi: Paper Jam,59,Nintendo,7.4,1080000.0,2016-01-22
3DS,Star Fox 64 3D,60,Nintendo,8.0,1070000.0,2011-09-09
3DS,Sonic Generations,61,Sega,6.3,,2011-11-22
3DS,Lego Marvel Super Heroes: Universe in Peril,62,Warner Bros. Interactive Entertainment,,,2013-10-22
3DS,Rhythm Heaven Megamix,63,Nintendo,8.8,1030000.0,2016-06-15
3DS,Fire Emblem Echoes: Shadows of Valentia,64,Nintendo,8.3,1000000.0,2017-05-19
3DS,Monster Strike 3DS,65,"mixi, Inc",,1000000.0,2015-12-17
3DS,PilotWings Resort,66,Nintendo,6.9,,2011-03-27
3DS,Harvest Moon 3D: A New Beginning,67,Natsume,8.2,,2012-11-06
3DS,Dragon Quest Monsters: Terry's Wonderland 3D,68,Square Enix,,900000.0,2012-05-31
3DS,Resident Evil: Revelations,69,Capcom,7.8,,2012-02-07
3DS,Mario Party: Star Rush,70,Nintendo,6.2,,2016-11-04
3DS,LEGO Batman 2: DC Super Heroes,71,Warner Bros. Interactive Entertainment,,,2012-06-26
3DS,LEGO Jurassic World,72,Warner Bros. Interactive Entertainment,,,2015-06-12
3DS,Professor Layton vs Ace Attorney,73,Nintendo,8.1,,2014-08-29
3DS,Yokai Watch 3: Sukiyaki,74,Nintendo,,,2019-02-02
3DS,Professor Layton and the Azran Legacy,75,Nintendo,8.0,,2014-02-28
3DS,Dragon Quest Monsters 2,76,Square Enix,,,2014-02-06
3DS,The Sims 3,77,Electronic Arts,5.6,,2011-03-27
3DS,The LEGO Movie Videogame,78,Warner Bros. Interactive Entertainment,,,2014-02-07
3DS,Mario & Sonic at the Rio 2016 Olympic Games,79,Nintendo,,,2016-03-18
3DS,Bravely Second: End Layer,80,Nintendo,7.4,700000.0,2016-04-15
3DS,Monster Hunter Stories,81,Capcom,8.1,,2017-09-08
3DS,Mario Party: The Top 100,82,Nintendo,5.0,,2017-11-10
3DS,Rune Factory 4,83,Xseed Games,,,2013-10-01
3DS,Frozen: Olaf's Quest,84,GameMill Entertainment,,,2013-11-12
3DS,Angry Birds Trilogy,85,Activision,,,2012-09-25
3DS,Dragon Quest Monsters Joker 3,86,Square Enix,,,2016-03-24
3DS,Rayman 3D,87,Ubisoft,6.3,,2011-03-22
3DS,Scribblenauts: Unlimited,88,Warner Bros. Interactive Entertainment,,,2012-11-13
3DS,LEGO Pirates of the Caribbean: The Video Game,89,Disney Interactive Studios,7.0,,2011-05-10
3DS,Cooking Mama 4: Kitchen Magic!,90,Majesco,,,2011-11-15
3DS,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,91,Namco Bandai Games,,,2012-07-05
3DS,Shin Megami Tensei IV,92,Atlus,8.3,600000.0,2013-07-16
3DS,Final Fantasy Explorers,93,Square Enix,7.3,,2016-01-26
3DS,Skylanders: Spyro's Adventure,94,Activision,,,2011-10-16
3DS,Disney Magic World 2,95,Nintendo,7.5,,2016-10-14
3DS,Yokai Sangokushi,96,Level 5,,,2016-04-02
3DS,Xenoblade Chronicles,97,Nintendo,8.6,,2015-04-10
3DS,Metroid: Samus Returns,98,Nintendo,9.1,,2017-09-15
3DS,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,99,Level 5,,,2017-10-06
3DS,Inazuma Eleven GO: Dark / Shine,100,Level 5,,,2011-12-15
3DS,Poochy & Yoshi's Woolly World,101,Nintendo,7.5,,2017-02-03
3DS,Dragon Ball: Fusions,102,Namco Bandai Games,6.3,,2016-11-22
3DS,FIFA 15,103,EA Sports,,,2014-09-23
3DS,Run for Money Tousouchuu,104,Unknown,,520000.0,
3DS,Lego Batman 3: Beyond Gotham,105,Warner Bros. Interactive Entertainment,,,2014-11-11
3DS,Mario & Luigi Superstar Saga + Bowser's Minions,106,Nintendo,,,2017-10-06
3DS,Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,107,Level 5,,,2017-12-16
3DS,Shovel Knight,108,Yacht Club Games,,500000.0,2015-11-03
3DS,Disney Magic Castle: My Happy Life,109,Nintendo,7.9,500000.0,2014-04-11
3DS,Hometown Story,110,Natsume,5.5,,2013-10-22
3DS,Pokémon Art Academy,111,Nintendo,7.8,,2014-10-24
3DS,Epic Mickey: Power of Illusion,112,Disney Interactive Studios,6.6,,2012-11-18
3DS,Super Monkey Ball 3D,113,Sega,5.7,,2011-03-27
3DS,Steel Diver,114,Nintendo,5.6,,2011-03-27
3DS,Resident Evil: The Mercenaries 3D,115,Capcom,6.3,,2011-06-28
3DS,Story of Seasons: Trio of Towns,116,Marvelous Interactive,7.9,,2017-02-28
3DS,Mario Golf: World Tour,117,Nintendo,8.1,,2014-05-02
3DS,Asphalt 3D,118,Ubisoft,4.0,,2011-03-22
3DS,Hyrule Warriors Legends,119,Nintendo,,,2016-03-25
3DS,Sonic Lost World,120,Sega,5.2,,2013-10-29
3DS,Luigi's Mansion,121,Nintendo,7.3,,2018-10-12
3DS,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,122,Namco Bandai Games,,470000.0,2012-07-12
3DS,Detective Pikachu,123,Nintendo,7.1,,2018-03-23
3DS,Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,124,Level 5,,,2012-12-13
3DS,Mario Sports Superstars,125,Nintendo,6.0,,2017-03-24
3DS,Attack on Titan: The Last Wings of Mankind,126,Spike Chunsoft,,,2013-12-05
3DS,Art Academy: Lessons for Everyone!,127,Nintendo,8.0,450000.0,2012-10-01
3DS,Style Savvy: Styling Star,128,Nintendo,8.5,,2017-12-25
3DS,Shin Megami Tensei: Devil Survivor Overclocked,129,Atlus,7.6,,2011-08-23
3DS,Hey! Pikmin,130,Nintendo,6.8,,2017-07-28
3DS,Tetris Axis,131,Nintendo,7.8,,2011-10-02
3DS,Story of Seasons,132,Xseed Games,7.7,,2015-03-31
3DS,Fossil Fighters: Frontier,133,Nintendo,,,2015-03-20
3DS,LEGO The Lord of the Rings,134,Warner Bros. Interactive Entertainment,,,2012-10-30
3DS,Madden NFL Football,135,EA Sports,4.5,,2011-03-22
3DS,LEGO Harry Potter: Years 5-7,136,Warner Bros. Interactive,,,2011-11-11
3DS,Theatrhythm Final Fantasy: Curtain Call,137,Square Enix,,,2014-09-16
3DS,Project X Zone,138,Namco Bandai Games,6.5,400000.0,2013-06-25
3DS,Momotaro Dentetsu 2017: Tachiagare Nippon!!,139,Nintendo,,,2016-12-22
3DS,Combat of Giants: Dinosaurs 3D,140,Ubisoft,4.3,,2011-03-22
3DS,FIFA Soccer 12,141,EA Sports,7.0,,2011-09-27
3DS,One Piece Unlimited World: Red,142,Namco Bandai Games,,,2014-07-08
3DS,Metal Gear Solid: Snake Eater 3D,143,Konami Digital Entertainment,7.9,,2012-02-21
3DS,Raving Rabbids: Travel in Time 3D,144,Ubisoft,5.8,,2011-04-10
3DS,Phoenix Wright: Ace Attorney - Dual Destinies,145,Unknown,8.1,,2014-01-01
3DS,Pro Evolution Soccer 2011 3D,146,Konami,7.5,,2011-03-25
3DS,Hatsune Miku: Project Mirai DX,147,Sega,7.5,,2015-09-08
3DS,Minecraft,148,Nintendo,6.7,,2017-11-10
3DS,Shin Megami Tensei IV: Apocalypse,149,Atlus,8.1,,2016-09-20
3DS,Sentouchu: Densetsu no Shinobi to Survival Battle!,150,Namco Bandai Games,,,2013-10-17
3DS,Harvest Moon: The Tale of Two Towns,151,Natsume,6.3,,2011-11-01
3DS,Disney Infinity,152,Disney Interactive Studios,,,2013-08-18
3DS,Dragon Ball Z: Extreme Butoden,153,Namco Bandai Games,5.0,,2015-10-20
3DS,Lego Legends of Chima: Laval's Journey,154,Warner Bros. Interactive Entertainment,,,2013-06-25
3DS,Angry Birds: Star Wars,155,Activision,,,2013-10-29
3DS,Tom Clancy's Ghost Recon: Shadow Wars,156,Ubisoft,7.9,,2011-03-22
3DS,Skylanders: Trap Team,157,Activision,,,2014-10-05
3DS,Dragon Ball Heroes: Ultimate Mission 2,158,Namco Bandai Games,,,2014-08-07
3DS,Ultimate NES Remix,159,Nintendo,7.0,,2014-12-05
3DS,Kirby: Battle Royale,160,Nintendo,6.0,,2018-01-19
3DS,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,161,Namco Bandai Games,,,2014-06-26
3DS,Chibi-Robo! Zip Lash,162,Nintendo,5.5,,2015-10-09
3DS,Puzzle & Dragons X: God Chapter / Dragon Chapter,163,GungHo Online Entertainment,,,2016-07-28
3DS,Bust-A-Move Universe,164,Square Enix,5.6,,2011-03-27
3DS,Dead or Alive: Dimensions,165,Tecmo Koei,7.8,310000.0,2011-05-24
3DS,LEGO Ninjago: Shadow of Ronin,166,Warner Bros. Interactive Entertainment,,,2015-03-24
3DS,Tom Clancy's Splinter Cell 3D,167,Ubisoft,8.0,,2011-04-10
3DS,LEGO Marvel's Avengers,168,Warner Bros. Interactive Entertainment,,,2016-01-26
3DS,Sonic & Sega All-Stars Racing Transformed,169,Sega,,,2013-02-12
3DS,FIFA 13,170,EA Sports,,,2012-09-25
3DS,Phoenix Wright: Ace Attorney: Spirit of Justice,171,Capcom,8.1,,2016-09-30
3DS,Sonic Boom: Shattered Crystal,172,Sega,3.8,,2014-11-11
3DS,The Legend of Legacy,173,Atlus,6.0,,2015-10-13
3DS,Dragon Ball Heroes: Ultimate Mission,174,Namco Bandai Games,,,2013-02-28
3DS,Ever Oasis,175,Nintendo,8.1,,2017-06-23
3DS,Culdcept,176,NIS America,,,2017-10-03
3DS,WarioWare Gold,177,Nintendo,8.1,,2018-08-03
3DS,Moshi Monsters: Moshlings Theme Park,178,Activision,,,2012-10-30
3DS,How to Train Your Dragon 2,179,Little Orbit,,,2014-06-10
3DS,Lego Star Wars: The Force Awakens,180,Warner Bros. Interactive Entertainment,,,2016-06-28
3DS,Etrian Mystery Dungeon,181,Atlus,7.6,,2015-04-07
3DS,Kobitodzukan: Kobito Kansatsu Set,182,Nippon Columbia,,,2012-07-26
3DS,Rhythm Thief & the Emperor's Treasure,183,Sega,7.5,,2012-07-10
3DS,Batman: Arkham Origins Blackgate,184,Warner Bros. Interactive Entertainment,7.0,,2013-10-25
3DS,Etrian Odyssey V: Beyond the Myth,185,Atlus,7.9,,2017-10-17
3DS,Brain Age: Concentration Training,186,Nintendo,7.5,,2013-02-10
3DS,Skylanders SWAP Force,187,Activision,7.7,,2013-10-13
3DS,The Snack World: TreJarers,188,Level 5,,,2017-08-10
3DS,Aikatsu! 2-nin no My Princess,189,Namco Bandai Games,,,2013-11-21
3DS,Etrian Odyssey: Millennium Girl,190,Atlus,8.1,,2013-10-01
3DS,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,191,Level 5,,,2013-12-05
3DS,Stella Glow,192,Atlus,7.5,,2015-11-17
3DS,Mega Man Legacy Collection,193,Capcom,,,2016-02-23
3DS,Samurai Warriors Chronicles,194,Tecmo Koei,5.4,260000.0,2011-03-27
3DS,FIFA 14,195,EA Sports,,,2013-09-24
3DS,Zoo Resort 3D,196,Ubisoft,,,2011-10-25
3DS,Sonic Boom: Fire & Ice,197,Sega,6.9,,2016-09-27
3DS,LEGO The Hobbit,198,Warner Bros. Interactive Entertainment,7.0,,2014-04-08
3DS,Ace Combat: Assault Horizon Legacy,199,Namco Bandai,7.0,,2011-11-15
3DS,Spirit Camera: The Cursed Memoir,200,Nintendo,5.7,,2012-04-13
3DS,Persona Q: Shadow of the Labyrinth,201,Atlus,8.3,250000.0,2014-11-25
3DS,Azure Striker Gunvolt,202,Inti Creates,8.0,250000.0,2014-08-29
3DS,7th Dragon III Code: VFD,203,Sega,7.5,,2016-07-12
3DS,Dragon Ball Heroes: Ultimate Mission X,204,Namco Bandai Games,,,2017-04-27
3DS,Wipeout 2,205,Activision,,,2011-10-11
3DS,WWE All Stars,206,THQ,7.0,,2011-11-22
3DS,Harvest Moon: The Land of Origin,207,Marvelous,,,2012-02-23
3DS,Cars 2,208,Disney Interactive Studios,,,2011-11-01
3DS,Shinobi,209,Sega,7.0,,2011-11-15
3DS,Hatsune Miku: Project Mirai 2,210,Sega,,,2015-05-26
3DS,Pokémon Gold/Pokémon Silver,211,Nintendo,,,2017-09-22
3DS,Code Name: S.T.E.A.M.,212,Nintendo,8.0,,2015-03-13
3DS,Sumikko Gurashi: Mura o Tsukurundesu,213,Nippon Columbia,,,2016-07-21
3DS,Transformers: Dark of the Moon,214,Activision,3.0,,2011-06-14
3DS,Return to PopoloCrois: A Story of Seasons Fairytale,215,Xseed Games,7.0,,2016-03-01
3DS,WipeOut 3 The Game,216,Activision,,,2012-09-25
3DS,Magician's Quest: Town of Magic,217,Konami Digital Entertainment,,,2012-12-20
3DS,Radiant Historia: Perfect Chronology,218,Atlus,8.1,,2018-02-13
3DS,Frogger 3D,219,Konami,7.0,,2011-09-20
3DS,Tekken 3D: Prime Edition,220,Namco Bandai,6.5,,2012-02-14
3DS,One Piece Unlimited Cruise SP,221,Namco Bandai,,210000.0,
3DS,The Amazing Spider-Man (2012),222,Activision,7.0,,2012-06-26
3DS,LBX: Little Battlers eXperience,223,Nintendo,7.0,,2015-08-21
3DS,Dragon Quest Monsters: Joker 3 - Professional,224,Square Enix,,,2017-02-09
3DS,Disney Art Academy,225,Nintendo,,,2016-05-13
3DS,Code of Princess,226,Atlus,7.2,,2012-10-09
3DS,Skylanders: SuperChargers Racing,227,Activision,,,2015-09-20
3DS,Shin Megami Tensei: Strange Journey Redux,228,Atlus,,,2018-05-15
3DS,Aikatsu! Cinderella Lesson,229,Namco Bandai Games,,,2012-11-15
3DS,Nascar Unleashed,230,Activision,,,2011-11-01
3DS,Need for Speed: The Run,231,Electronic Arts,,,2011-11-15
3DS,Pac-Man & Galaga Dimensions,232,Namco Bandai,5.7,,2011-07-26
3DS,New Love Plus,233,Konami,,,2012-02-24
3DS,Pet Zombies,234,Majesco,,,2011-10-18
3DS,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,235,Capcom,,,2015-07-09
3DS,SpongeBob SquigglePants 3D,236,THQ,6.1,,2011-05-17
3DS,Kuma-Tomo,237,Namco Bandai Games,,,2013-06-20
3DS,Project X Zone 2,238,Namco Bandai Games,6.6,,2016-02-16
3DS,Captain Toad: Treasure Tracker,239,Nintendo,8.5,,2018-07-13
3DS,Transformers: Prime,240,Activision,,,2012-10-30
3DS,Reel Fishing Paradise 3D,241,Natsume,,,2011-06-28
3DS,Pro Evolution Soccer 2014,242,Konami Digital Entertainment,,,2013-11-14
3DS,Daigasso! Band Brothers P,243,Nintendo,,,2013-11-15
3DS,Hatsune Miku and Future Stars: Project Mirai,244,Sega,,,2012-03-08
3DS,Big Hero 6: Battle in the Bay,245,GameMill,,,2014-10-28
3DS,Super Robot Wars UX,246,Namco Bandai Games,,,2013-03-14
3DS,Senran Kagura 2: Deep Crimson,247,Marvelous Entertainment,,,2015-09-15
3DS,Sumikko Gurashi: Koko ga Ochitsukundesu,248,Nippon Columbia,,,2014-11-20
3DS,Pro Evolution Soccer 2013,249,Konami Digital Entertainment,,,2013-02-12
3DS,Yu-Gi-Oh! Zexal Clash! Duel Carnival!,250,Konami Digital Entertainment,,,2014-09-30
NS,Mario Kart 8 Deluxe,1,Nintendo,9.3,71080000.0,2017-04-28
NS,Animal Crossing: New Horizons,2,Nintendo,,49910000.0,2020-03-20
NS,Super Smash Bros. Ultimate,3,Nintendo,9.4,37760000.0,2018-12-07
NS,The Legend of Zelda: Breath of the Wild,4,Nintendo,9.9,33840000.0,2017-03-03
NS,Super Mario Odyssey,5,Nintendo,9.9,30500000.0,2017-10-27
NS,Pokémon Scarlet / Violet,6,Nintendo,,28280000.0,2022-11-18
NS,Pokémon Sword / Shield,7,Nintendo,,27160000.0,2019-11-15
NS,The Legend of Zelda: Tears of the Kingdom,8,Nintendo,,22560000.0,2023-05-12
NS,Super Mario Party,9,Nintendo,7.3,21320000.0,2018-10-05
NS,New Super Mario Bros. U Deluxe,10,Nintendo,,18960000.0,2019-01-11
NS,Nintendo Switch Sports,11,Nintendo,,18320000.0,2022-04-29
NS,Super Mario Bros. Wonder,12,Nintendo,,17440000.0,2023-10-20
NS,Ring Fit Adventure,13,Nintendo,,15380000.0,2019-10-18
NS,"Pokémon: Let's Go, Pikachu/Eevee",14,Nintendo,,15070000.0,2018-11-16
NS,Pokémon Brilliant Diamond / Shining Pearl,15,Nintendo,,15060000.0,2021-11-19
NS,Pokémon Legends: Arceus,16,Nintendo,,14830000.0,2022-01-28
NS,Luigi's Mansion 3,17,Nintendo,,14250000.0,2019-10-31
NS,Mario Party Superstars,18,Nintendo,,14000000.0,2021-10-29
NS,Splatoon 2,19,Nintendo,8.2,13600000.0,2017-07-21
NS,Super Mario 3D World + Bowser's Fury,20,Nintendo,,13470000.0,2021-02-12
NS,Splatoon 3,21,Nintendo,,11960000.0,2022-09-09
NS,Super Mario Party Jamboree,22,Nintendo,,9960000.0,2024-10-17
NS,Super Mario 3D All-Stars,23,Nintendo,,9070000.0,2020-09-18
NS,Pokémon Legends Z-A,24,Nintendo,,8850000.0,2025-10-16
NS,Super Mario Maker 2,25,Nintendo,,8420000.0,2019-06-28
NS,Stardew Valley,26,Chucklefish,9.0,7900000.0,2017-10-05
NS,Monster Hunter Rise,27,Capcom,,7700000.0,2021-03-26
NS,Kirby and the Forgotten Land,28,Nintendo,,7520000.0,2022-03-25
NS,The Legend of Zelda: Link's Awakening,29,Nintendo,,6460000.0,2019-09-20
NS,Clubhouse Games: 51 Worldwide Classics,30,Nintendo,,4640000.0,2020-06-05
NS,Donkey Kong Country: Tropical Freeze,31,Nintendo,9.1,4620000.0,2018-05-04
NS,Mario Tennis Aces,32,Nintendo,7.8,4500000.0,2018-06-22
NS,Kirby Star Allies,33,Nintendo,8.1,4380000.0,2018-03-16
NS,The Legend of Zelda: Skyward Sword HD,34,Nintendo,,4150000.0000000005,2021-07-16
NS,Fire Emblem: Three Houses,35,Nintendo,,4120000.0,2019-07-26
NS,The Legend of Zelda: Echoes of Wisdom,36,Nintendo,,4090000.0,2024-09-26
NS,"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!",37,Konami,,4000000.0,2020-11-19
NS,Hyrule Warriors: Age of Calamity,38,Nintendo,9.0,4000000.0,2020-11-20
NS,Pokémon FireRed Version / LeafGreen Version,39,Nintendo,,4000000.0,2026-02-27
NS,Tomodachi Life: Living the Dream,40,Nintendo,,3800000.0,2026-04-16
NS,1-2-Switch,41,Nintendo,5.7,3740000.0,2017-03-03
NS,Pikmin 4,42,Nintendo,,3480000.0,2023-07-21
NS,Paper Mario: The Origami King,43,Nintendo,,3470000.0,2020-07-17
NS,Yoshi's Crafted World,44,Nintendo,7.8,3350000.0,2019-03-29
NS,Super Mario RPG,45,Nintendo,,3310000.0,2023-11-17
NS,Metroid Dread,46,Nintendo,,3040000.0,2021-10-08
NS,Super Mario Galaxy 2,47,Nintendo,,2760000.0,2025-10-02
NS,ARMS,48,Nintendo,7.9,2720000.0,2017-06-16
NS,Xenoblade Chronicles 2,49,Nintendo,8.2,2700000.0,2017-12-01
NS,Super Mario Galaxy,50,Nintendo,,2600000.0,2025-10-02
NS,Mario Strikers: Battle League,51,Nintendo,,2540000.0,2022-06-10
NS,Mario Golf: Super Rush,52,Nintendo,,2480000.0,2021-06-25
NS,Dragon Ball FighterZ,53,Bandai Namco Entertainment,9.0,2430000.0,2018-09-28
NS,New Pokémon Snap,54,Nintendo,,2400000.0,2021-04-30
NS,Pikmin 3 Deluxe,55,Nintendo,,2400000.0,2020-10-30
NS,Captain Toad: Treasure Tracker,56,Nintendo,8.1,2350000.0,2018-07-13
NS,Taiko no Tatsujin: Drum 'n' Fun!,57,Bandai Namco Games,7.5,2240000.0,2018-11-02
NS,Paper Mario: The Thousand-Year Door,58,Nintendo,,2100000.0,2024-05-23
NS,Mario + Rabbids: Kingdom Battle,59,Ubisoft,8.3,2000000.0,2017-08-29
NS,Pokémon Mystery Dungeon: Rescue Team DX,60,Nintendo,,1990000.0,2020-03-06
NS,Mario & Luigi: Brothership,61,Nintendo,,1970000.0,2024-11-07
NS,Big Brain Academy: Brain vs. Brain,62,Nintendo,,1940000.0,2021-12-03
NS,Octopath Traveler,63,Nintendo,8.1,1900000.0,2018-07-13
NS,Minecraft,64,Mojang,9.2,,2018-06-21
NS,Xenoblade Chronicles: Definitive Edition,65,Nintendo,,1880000.0,2020-05-29
NS,Luigi's Mansion 2 HD,66,Nintendo,,1880000.0,2024-06-27
NS,Xenoblade Chronicles 3,67,Nintendo,,1860000.0,2022-07-29
NS,Dragon Ball: Xenoverse 2,68,Namco Bandai Games,8.0,1820000.0,2017-09-22
NS,Miitopia,69,Nintendo,,1790000.0,2021-05-21
NS,Mario Kart Live: Home Circuit,70,Nintendo,,1730000.0,2020-10-16
NS,Fire Emblem Engage,71,Nintendo,,1610000.0,2023-01-20
NS,Resident Evil: Revelations Collection,72,Capcom,,1600000.0,2017-11-28
NS,Marvel Ultimate Alliance 3: The Black Order,73,Nintendo,,1600000.0,2019-07-19
NS,Momotaro Dentetsu World: Chikyuu wa Kibou de Mawatteru!,74,Konami,,1500000.0,2023-11-16
NS,Kirby's Return to Dream Land Deluxe,75,Nintendo,,1460000.0,2023-02-24
NS,Nintendo Labo: Toy-Con 01 Variety Kit,76,Nintendo,7.7,1420000.0,2018-04-20
NS,The Witcher 3: Complete Edition,77,CD Projekt Red Studio,,1400000.0,2019-10-15
NS,WarioWare: Get It Together!,78,Nintendo,,1340000.0,2021-09-10
NS,Astral Chain,79,Nintendo,,1330000.0,2019-08-30
NS,Dragon's Dogma: Dark Arisen,80,Capcom,,1300000.0,2019-04-23
NS,Princess Peach: Showtime!,81,Nintendo,,1300000.0,2023-03-22
NS,Dr Kawashima's Brain Training for Nintendo Switch,82,Nintendo,,1270000.0,2020-01-03
NS,Donkey Kong Country Returns HD,83,Nintendo,,1270000.0,2025-01-16
